user,item,rating
61,962,1.0
61,978,1.0
62,309,5.0
62,487,5.0
62,488,4.0
62,491,5.0
62,510,4.0
62,519,5.0
62,532,5.0
62,564,5.0
62,653,5.0
62,889,5.0
62,1047,2.0
62,1069,5.0
62,1077,5.0
62,1132,5.0
63,4,4.0
63,59,5.0
63,87,2.0
63,89,2.0
63,137,5.0
63,177,4.0
63,178,5.0
63,221,5.0
63,223,4.0
63,235,4.0
63,238,5.0
64,366,5.0
64,494,5.0
64,670,5.0
64,694,5.0
64,698,5.0
64,701,5.0
64,738,5.0
64,835,5.0
64,945,5.0
65,542,4.0
65,889,5.0
65,892,5.0
65,1047,4.0
65,1077,5.0
65,1177,3.0
66,780,3.0
66,892,5.0
66,941,4.0
66,1116,4.0
66,1121,4.0
66,1177,4.0
67,299,5.0
67,361,3.0
67,444,4.0
67,459,5.0
67,595,4.0
67,732,4.0
67,859,5.0
68,319,5.0
68,398,5.0
68,476,5.0
68,554,5.0
68,592,5.0
68,874,5.0
69,169,3.0
69,267,3.0
69,374,5.0
69,392,4.0
69,450,3.0
69,492,5.0
69,554,3.0
69,928,4.0
69,958,4.0
70,280,5.0
70,320,3.0
70,540,5.0
70,820,3.0
70,1176,5.0
71,172,4.0
71,359,2.0
71,476,4.0
71,490,4.0
71,540,5.0
71,614,5.0
71,615,4.0
71,801,3.0
71,802,2.0
71,814,2.0
71,834,4.0
72,131,5.0
72,252,5.0
72,1143,5.0
72,1180,5.0
72,1197,5.0
73,92,5.0
73,93,3.0
73,95,5.0
73,282,5.0
73,299,5.0
73,361,4.0
73,437,5.0
73,444,5.0
73,502,5.0
73,510,4.0
73,594,4.0
73,681,5.0
74,237,2.0
74,293,4.0
74,356,4.0
74,370,4.0
74,381,5.0
74,408,5.0
74,424,4.0
74,456,5.0
74,469,5.0
74,473,5.0
74,522,5.0
74,537,3.0
74,541,5.0
74,559,5.0
74,570,5.0
74,572,5.0
74,589,4.0
74,599,3.0
74,610,4.0
74,637,2.0
74,642,5.0
74,653,5.0
74,660,3.0
74,665,5.0
74,687,4.0
74,688,3.0
74,690,5.0
74,711,5.0
74,742,4.0
74,749,4.0
74,751,4.0
74,753,4.0
74,756,5.0
74,768,5.0
74,775,3.0
74,778,5.0
74,784,4.0
74,785,5.0
74,790,4.0
74,791,5.0
74,796,5.0
74,818,3.0
74,821,5.0
74,828,2.0
74,833,4.0
74,864,4.0
74,867,5.0
74,904,5.0
74,907,3.0
74,917,4.0
74,918,5.0
74,922,5.0
74,923,3.0
74,927,5.0
74,930,5.0
74,936,5.0
74,938,2.0
74,939,5.0
74,946,5.0
74,983,3.0
74,986,5.0
74,1014,5.0
74,1036,5.0
74,1038,3.0
74,1039,5.0
74,1052,3.0
74,1058,3.0
74,1067,5.0
74,1069,5.0
74,1115,5.0
74,1118,3.0
74,1120,3.0
74,1136,3.0
74,1138,3.0
74,1171,5.0
74,1177,2.0
74,1182,5.0
74,1194,4.0
75,641,3.0
75,779,5.0
75,804,5.0
75,883,3.0
75,954,4.0
75,958,5.0
76,58,5.0
76,311,3.0
76,487,5.0
76,546,5.0
76,580,2.0
76,646,5.0
76,719,5.0
76,792,5.0
76,809,5.0
76,873,2.0
76,900,5.0
76,911,1.0
76,972,5.0
76,994,5.0
76,1041,1.0
76,1044,5.0
76,1189,1.0
76,1191,5.0
77,80,5.0
77,172,4.0
77,191,5.0
77,192,5.0
77,222,5.0
78,374,5.0
78,500,4.0
78,855,1.0
78,869,2.0
78,1054,2.0
79,392,5.0
79,636,5.0
79,691,5.0
79,781,5.0
79,787,5.0
79,902,4.0
79,934,5.0
80,557,4.0
80,563,5.0
80,689,2.0
80,856,5.0
80,1005,5.0
81,487,5.0
81,491,5.0
81,907,5.0
81,921,5.0
81,1077,5.0
82,228,5.0
82,252,5.0
82,256,5.0
82,274,5.0
82,303,5.0
82,310,5.0
82,313,5.0
82,559,5.0
82,597,5.0
82,602,5.0
82,603,5.0
82,610,5.0
82,625,2.0
82,653,5.0
82,745,5.0
82,786,5.0
82,833,5.0
82,864,5.0
83,457,5.0
83,496,4.0
83,535,3.0
83,606,5.0
83,727,5.0
83,778,5.0
83,809,4.0
83,848,4.0
83,864,5.0
83,942,5.0
83,1038,3.0
84,264,4.0
84,309,3.0
84,614,5.0
84,681,4.0
84,1116,4.0
85,22,5.0
85,43,5.0
85,70,5.0
85,102,5.0
85,130,5.0
85,164,5.0
85,174,5.0
85,190,5.0
85,191,5.0
85,229,5.0
85,248,5.0
85,261,5.0
85,264,5.0
85,311,5.0
85,316,5.0
85,321,5.0
85,331,5.0
85,370,5.0
85,380,5.0
85,472,5.0
85,509,5.0
85,530,5.0
85,539,5.0
85,580,5.0
85,625,5.0
85,626,5.0
85,645,5.0
85,647,5.0
85,654,5.0
85,657,5.0
85,688,5.0
85,806,5.0
85,809,5.0
85,900,5.0
86,83,5.0
86,97,4.0
86,110,5.0
86,214,4.0
86,229,5.0
86,413,4.0
86,822,4.0
86,1003,5.0
86,1093,3.0
87,15,5.0
87,76,3.0
87,89,2.0
87,91,2.0
87,124,3.0
87,152,4.0
87,181,3.0
87,319,3.0
87,374,5.0
88,141,5.0
88,384,5.0
88,456,2.0
88,514,5.0
88,672,5.0
88,754,1.0
88,770,1.0
88,855,1.0
88,1022,2.0
88,1039,4.0
89,306,2.0
89,309,3.0
89,315,3.0
89,366,5.0
89,374,3.0
89,424,4.0
89,456,4.0
89,466,2.0
89,489,4.0
89,497,3.0
89,572,4.0
89,580,3.0
89,594,4.0
89,602,3.0
89,614,4.0
89,631,4.0
89,650,5.0
89,793,5.0
90,666,5.0
90,674,3.0
90,694,4.0
90,759,5.0
90,767,3.0
90,812,3.0
90,835,5.0
90,852,3.0
91,126,5.0
91,155,1.0
91,183,5.0
91,226,3.0
91,228,5.0
91,229,4.0
91,234,5.0
92,358,5.0
92,642,5.0
92,845,5.0
92,854,3.0
92,855,3.0
93,382,5.0
93,403,4.0
93,655,5.0
93,842,4.0
93,1001,4.0
94,302,3.0
94,463,2.0
94,760,5.0
94,775,4.0
94,907,2.0
94,999,5.0
95,320,5.0
95,336,5.0
95,368,5.0
95,374,4.0
95,383,5.0
95,439,4.0
95,571,5.0
95,573,5.0
95,593,5.0
95,601,5.0
95,709,3.0
95,779,5.0
95,905,4.0
95,952,4.0
95,957,5.0
95,958,5.0
95,1002,4.0
95,1035,2.0
95,1126,5.0
96,383,4.0
96,439,5.0
96,569,1.0
96,593,1.0
96,744,2.0
96,953,3.0
97,865,3.0
97,913,5.0
97,975,5.0
97,1096,5.0
97,1167,5.0
98,658,4.0
98,829,5.0
98,907,4.0
98,1017,3.0
98,1030,4.0
98,1034,4.0
99,343,5.0
99,465,5.0
99,475,4.0
99,476,4.0
99,506,5.0
99,531,4.0
99,623,5.0
100,399,5.0
100,674,5.0
100,766,5.0
100,1022,5.0
100,1094,5.0
101,457,5.0
101,472,5.0
101,487,5.0
101,686,5.0
101,932,5.0
102,519,5.0
102,535,5.0
102,623,5.0
102,789,5.0
102,821,5.0
102,940,5.0
102,1006,5.0
103,378,5.0
103,701,5.0
103,777,4.0
103,836,5.0
103,903,5.0
104,628,2.0
104,690,5.0
104,753,4.0
104,1116,5.0
104,1118,5.0
104,1120,4.0
104,1159,4.0
104,1173,3.0
105,113,4.0
105,141,3.0
105,230,2.0
105,254,3.0
105,293,3.0
105,359,2.0
105,411,4.0
105,507,1.0
105,524,1.0
106,10,5.0
106,15,5.0
106,25,5.0
106,43,4.0
106,56,5.0
106,84,5.0
106,179,5.0
106,290,4.0
106,308,5.0
106,310,5.0
106,312,5.0
106,427,4.0
106,474,5.0
106,557,4.0
106,559,5.0
106,581,5.0
106,602,5.0
106,614,5.0
106,727,5.0
106,880,5.0
106,889,5.0
106,917,5.0
107,276,5.0
107,525,1.0
107,542,5.0
107,906,5.0
107,1145,5.0
108,3,4.0
108,17,5.0
108,31,4.0
108,47,3.0
108,104,5.0
108,108,4.0
108,130,3.0
108,138,4.0
108,145,4.0
108,156,4.0
108,164,3.0
108,175,3.0
108,204,4.0
108,242,5.0
108,292,5.0
108,313,1.0
108,462,1.0
108,682,1.0
108,812,2.0
109,491,5.0
109,867,5.0
109,992,4.0
109,997,4.0
109,1193,5.0
110,469,5.0
110,519,2.0
110,665,4.0
110,753,5.0
110,928,2.0
110,938,5.0
110,986,5.0
110,992,5.0
111,435,2.0
111,617,1.0
111,776,1.0
111,871,1.0
111,908,1.0
111,966,1.0
112,339,4.0
112,472,5.0
112,636,3.0
112,685,5.0
112,829,5.0
112,867,5.0
113,103,5.0
113,104,5.0
113,116,5.0
113,145,5.0
113,183,4.0
113,194,5.0
113,216,5.0
114,10,5.0
114,20,3.0
114,39,5.0
114,56,5.0
114,113,4.0
115,94,5.0
115,218,3.0
115,264,4.0
115,312,5.0
115,409,3.0
115,573,2.0
116,1116,5.0
116,1118,4.0
116,1125,5.0
116,1149,5.0
116,1193,5.0
117,280,1.0
117,559,5.0
117,597,5.0
117,915,5.0
117,973,4.0
117,1037,5.0
117,1116,5.0
117,1120,4.0
118,409,1.0
118,725,3.0
118,742,1.0
118,804,1.0
118,816,3.0
118,1116,5.0
119,555,5.0
119,636,5.0
119,702,4.0
119,983,5.0
119,1075,4.0
120,424,5.0
120,570,5.0
120,611,5.0
120,623,5.0
120,664,1.0
120,742,5.0
120,745,5.0
120,1047,5.0
121,404,5.0
121,432,5.0
121,466,5.0
121,620,2.0
121,750,4.0
121,838,4.0
122,10,4.0
122,113,5.0
122,129,3.0
122,131,5.0
122,139,4.0
122,174,5.0
123,264,5.0
123,347,5.0
123,627,3.0
123,984,2.0
123,1005,5.0
123,1076,4.0
123,1115,5.0
124,591,3.0
124,613,1.0
124,666,5.0
124,840,5.0
124,926,5.0
124,988,5.0
124,1003,5.0
124,1035,4.0
124,1045,5.0
125,686,5.0
125,938,2.0
125,942,3.0
125,953,5.0
125,957,5.0
125,958,4.0
125,997,4.0
125,1004,5.0
125,1036,4.0
125,1057,4.0
126,111,5.0
126,153,4.0
126,285,5.0
126,319,5.0
126,404,4.0
126,407,5.0
126,453,5.0
126,458,5.0
126,521,5.0
126,619,4.0
126,639,4.0
126,669,5.0
126,709,5.0
126,738,5.0
126,769,4.0
126,780,5.0
126,812,4.0
126,874,5.0
126,890,5.0
126,948,5.0
126,983,4.0
126,1142,4.0
126,1143,5.0
126,1149,3.0
126,1151,4.0
127,666,5.0
127,811,5.0
127,864,5.0
127,991,5.0
127,1102,5.0
128,187,5.0
128,245,5.0
128,332,5.0
128,335,5.0
128,352,5.0
129,481,5.0
129,613,3.0
129,780,2.0
129,835,5.0
129,1002,5.0
130,403,5.0
130,830,5.0
130,890,5.0
130,989,5.0
130,1029,2.0
131,84,3.0
131,133,5.0
131,179,3.0
131,348,4.0
131,440,5.0
131,457,5.0
131,538,4.0
131,711,4.0
131,727,5.0
131,840,5.0
131,874,5.0
131,941,5.0
131,1173,3.0
132,864,5.0
132,970,4.0
132,1117,5.0
132,1153,3.0
132,1194,5.0
133,1143,5.0
133,1145,4.0
133,1176,5.0
133,1187,4.0
133,1188,4.0
134,696,4.0
134,1131,4.0
134,1145,4.0
134,1149,3.0
134,1186,4.0
135,374,2.0
135,466,4.0
135,520,3.0
135,573,4.0
135,777,2.0
135,803,3.0
135,867,3.0
135,949,2.0
135,1093,3.0
136,503,5.0
136,717,3.0
136,875,5.0
136,909,5.0
136,960,4.0
136,962,2.0
137,132,5.0
137,153,5.0
137,217,5.0
137,374,3.0
137,421,4.0
137,432,3.0
137,573,3.0
137,584,4.0
137,1002,5.0
137,1163,3.0
138,769,3.0
138,797,5.0
138,913,4.0
138,920,4.0
138,972,4.0
138,975,5.0
138,1166,5.0
138,1191,3.0
139,382,4.0
139,409,4.0
139,503,2.0
139,561,5.0
139,601,5.0
139,733,5.0
139,738,5.0
139,804,4.0
139,836,5.0
139,840,5.0
139,893,4.0
139,953,5.0
139,1072,5.0
139,1114,4.0
140,404,5.0
140,492,5.0
140,538,3.0
140,769,4.0
140,820,3.0
141,318,4.0
141,340,4.0
141,374,5.0
141,400,2.0
141,424,4.0
141,538,4.0
141,554,3.0
141,652,5.0
141,864,5.0
142,277,4.0
142,565,4.0
142,698,5.0
142,874,1.0
142,906,1.0
142,991,4.0
142,1041,1.0
142,1060,1.0
143,456,3.0
143,535,4.0
143,537,4.0
143,691,5.0
143,808,5.0
143,848,5.0
143,1111,5.0
144,37,5.0
144,51,4.0
144,77,5.0
144,83,5.0
144,113,3.0
145,164,5.0
145,204,3.0
145,312,5.0
145,313,5.0
145,316,5.0
145,370,4.0
145,703,5.0
146,479,4.0
146,617,4.0
146,737,5.0
146,881,4.0
146,1055,5.0
146,1062,5.0
147,193,5.0
147,348,4.0
147,350,4.0
147,408,4.0
147,496,5.0
147,1147,3.0
148,458,4.0
148,620,4.0
148,635,4.0
148,666,5.0
148,840,5.0
148,863,1.0
149,260,5.0
149,384,5.0
149,609,2.0
149,613,3.0
149,696,4.0
149,709,3.0
149,755,3.0
149,874,5.0
149,957,5.0
149,988,5.0
149,1136,5.0
150,796,4.0
150,927,4.0
150,1011,3.0
150,1015,4.0
150,1117,4.0
150,1120,3.0
150,1154,4.0
150,1156,5.0
150,1157,4.0
151,503,1.0
151,536,1.0
151,719,2.0
151,720,5.0
151,871,1.0
151,1022,2.0
151,1050,2.0
152,310,5.0
152,554,4.0
152,595,5.0
152,874,5.0
152,906,2.0
152,1057,2.0
153,456,5.0
153,694,5.0
153,712,1.0
153,772,4.0
153,863,1.0
154,263,5.0
154,307,1.0
154,310,5.0
154,368,5.0
154,375,4.0
154,524,2.0
154,558,5.0
154,1116,5.0
155,219,5.0
155,258,4.0
155,332,4.0
155,366,5.0
155,368,4.0
155,407,5.0
156,104,5.0
156,782,5.0
156,786,4.0
156,792,5.0
156,972,5.0
157,433,4.0
157,501,3.0
157,885,5.0
157,907,3.0
157,933,2.0
157,945,2.0
157,1036,4.0
157,1115,3.0
158,538,5.0
158,797,5.0
158,942,4.0
158,1021,5.0
158,1125,5.0
158,1154,5.0
159,587,1.0
159,958,1.0
159,1122,4.0
159,1136,5.0
159,1171,5.0
159,1194,1.0
160,502,4.0
160,600,5.0
160,758,4.0
160,824,5.0
160,1074,5.0
160,1150,4.0
160,1158,5.0
161,142,5.0
161,264,5.0
161,343,5.0
161,344,4.0
161,356,4.0
161,358,5.0
162,637,4.0
162,782,4.0
162,915,5.0
162,995,5.0
162,1026,5.0
162,1034,4.0
162,1119,5.0
163,263,5.0
163,272,2.0
163,283,1.0
163,352,5.0
163,420,4.0
163,444,5.0
163,559,5.0
164,237,5.0
164,289,4.0
164,392,5.0
164,521,3.0
164,561,4.0
164,595,3.0
164,754,2.0
164,998,1.0
165,285,5.0
165,478,5.0
165,738,5.0
165,754,3.0
165,804,4.0
165,869,2.0
165,874,5.0
165,878,5.0
165,883,3.0
165,906,3.0
165,954,5.0
165,957,4.0
165,958,5.0
165,1003,5.0
165,1035,4.0
165,1042,4.0
165,1054,5.0
165,1057,1.0
165,1073,5.0
166,242,5.0
166,264,5.0
166,298,5.0
166,387,5.0
166,389,5.0
166,462,5.0
166,468,5.0
166,506,5.0
166,549,5.0
166,643,5.0
166,646,5.0
166,655,5.0
166,670,5.0
166,693,5.0
166,976,5.0
166,1092,5.0
167,542,5.0
167,1006,5.0
167,1118,4.0
167,1120,5.0
167,1170,5.0
168,396,2.0
168,433,5.0
168,440,4.0
168,482,1.0
168,558,5.0
168,690,4.0
168,879,4.0
169,2,5.0
169,73,5.0
169,86,4.0
169,94,2.0
169,104,5.0
169,122,4.0
169,139,5.0
169,164,4.0
169,233,5.0
170,260,4.0
170,376,4.0
170,378,5.0
170,423,4.0
170,434,5.0
170,440,5.0
170,539,5.0
170,650,5.0
170,727,5.0
171,292,2.0
171,298,5.0
171,342,4.0
171,413,5.0
171,701,5.0
171,773,1.0
171,836,5.0
171,978,3.0
172,60,4.0
172,86,5.0
172,150,2.0
172,181,5.0
172,195,5.0
172,199,5.0
172,372,3.0
172,411,3.0
172,480,5.0
172,586,5.0
172,596,2.0
172,674,2.0
172,703,4.0
172,835,5.0
172,871,5.0
172,872,3.0
172,888,5.0
172,1064,5.0
173,573,5.0
173,632,5.0
173,719,5.0
173,759,2.0
173,776,1.0
173,952,5.0
174,592,5.0
174,673,5.0
174,697,2.0
174,719,5.0
174,734,5.0
174,737,4.0
174,852,5.0
174,987,5.0
175,108,4.0
175,181,1.0
175,199,5.0
175,200,5.0
175,226,2.0
175,234,2.0
176,690,3.0
176,768,3.0
176,864,3.0
176,869,3.0
176,907,2.0
176,952,4.0
176,1128,2.0
177,283,3.0
177,289,5.0
177,463,4.0
177,874,5.0
177,884,5.0
178,10,5.0
178,16,4.0
178,20,3.0
178,21,4.0
178,35,5.0
178,37,4.0
178,38,4.0
178,43,3.0
178,56,4.0
178,72,2.0
179,627,5.0
179,896,5.0
179,942,5.0
179,975,5.0
179,1149,5.0
179,1197,5.0
180,352,4.0
180,481,4.0
180,568,4.0
180,585,4.0
180,652,4.0
180,653,5.0
180,666,4.0
180,749,4.0
180,815,4.0
180,866,4.0
180,869,4.0
180,998,3.0
180,1039,5.0
180,1138,4.0
181,825,5.0
181,918,5.0
181,933,2.0
181,1031,5.0
181,1039,5.0
182,889,5.0
182,969,5.0
182,1149,4.0
182,1150,5.0
182,1176,5.0
182,1186,5.0
183,62,5.0
183,90,5.0
183,94,5.0
183,113,5.0
183,120,5.0
183,122,5.0
184,431,3.0
184,482,2.0
184,521,4.0
184,563,5.0
184,596,5.0
184,631,5.0
184,806,5.0
185,409,5.0
185,521,5.0
185,595,5.0
185,746,4.0
185,776,5.0
185,804,5.0
186,74,3.0
186,84,5.0
186,109,5.0
186,133,5.0
186,141,4.0
186,181,3.0
186,195,5.0
186,206,4.0
186,270,4.0
186,286,5.0
186,293,4.0
186,365,5.0
186,392,5.0
186,422,4.0
186,439,5.0
186,591,3.0
187,150,1.0
187,220,1.0
187,365,1.0
187,372,1.0
187,385,1.0
187,480,1.0
187,498,1.0
187,609,1.0
187,734,1.0
188,318,5.0
188,513,5.0
188,538,4.0
188,588,5.0
188,657,5.0
188,666,5.0
188,709,5.0
188,744,5.0
188,786,5.0
188,866,4.0
188,926,5.0
188,958,5.0
188,996,5.0
188,1045,5.0
188,1051,1.0
188,1059,4.0
188,1143,5.0
188,1144,5.0
188,1167,5.0
188,1186,5.0
189,137,3.0
189,221,5.0
189,222,3.0
189,350,5.0
189,363,5.0
190,261,5.0
190,264,1.0
190,294,4.0
190,446,5.0
190,921,5.0
191,80,5.0
191,158,5.0
191,292,1.0
191,486,5.0
191,651,4.0
191,834,4.0
191,974,4.0
191,977,4.0
191,1109,4.0
191,1140,4.0
191,1191,4.0
192,285,5.0
192,322,5.0
192,571,5.0
192,598,5.0
192,754,3.0
192,797,1.0
192,950,3.0
192,957,4.0
192,988,4.0
192,1126,5.0
193,285,5.0
193,374,5.0
193,583,5.0
193,871,5.0
193,884,5.0
193,1050,5.0
194,412,5.0
194,567,4.0
194,936,3.0
194,1069,2.0
194,1195,2.0
195,409,1.0
195,569,5.0
195,601,5.0
195,622,5.0
195,666,5.0
195,793,5.0
195,804,5.0
195,810,5.0
195,820,4.0
195,884,5.0
195,906,5.0
195,952,5.0
195,958,5.0
195,1035,5.0
195,1042,5.0
195,1057,5.0
195,1131,5.0
195,1181,5.0
195,1186,5.0
196,453,2.0
196,703,5.0
196,741,3.0
196,815,5.0
196,889,5.0
196,891,4.0
197,277,5.0
197,278,5.0
197,284,5.0
197,319,5.0
197,375,5.0
197,419,5.0
198,503,1.0
198,759,2.0
198,938,1.0
198,1040,5.0
198,1041,1.0
198,1079,5.0
199,732,3.0
199,738,5.0
199,1149,1.0
199,1163,3.0
199,1188,3.0
200,285,5.0
200,538,5.0
200,588,5.0
200,620,5.0
200,702,4.0
200,804,5.0
200,836,5.0
200,854,5.0
200,868,5.0
200,869,5.0
200,874,5.0
201,572,4.0
201,686,2.0
201,788,2.0
201,864,1.0
201,1039,5.0
202,694,5.0
202,709,5.0
202,754,4.0
202,1068,5.0
202,1106,1.0
